관광지,전체내용
부안 영상테마파크,"촬영 장소 / 테마파크 : 이 테마파크는 ""왕과 광대, 황진이, 이름없는 검""과 같은 한국 영화 및 드라마의 촬영 장소로 사용되었습니다. 촬영 장소로 알려진 것 외에도 방문객들은 궁극적으로는 영화복 경험, 양궁장 체험, 라이트 쇼 (밤)와 같은 공원 활동이 많습니다. 성인 입장료는 청소년과 노인의 경우 4,000 원, 3,000 원입니다."
곰소염전,겨울이라 그런지 : 볼거리가 별로 많지는 않았습니다. 플라스틱같은 것으로 덮힌 바닥만 잔뜩 보고 왔네요. 굳이 찾아가서 볼 만하지는 않은 듯 합니다.
곰소염전,소금 만드는 염전 : 곰소젓갈 아주 유명하죠. 곰소젓갈이 여기서 나오는 소금을 이용해서 다양한 젓갈을 만들어낸다는 사실에 놀랐습니다. 하얀 밭 같아요.
곰소염전,"맛있는 젓갈 사세요~ : 곰소항에 가면 맛있는 젓갈을 파는 가게들이 넘쳐납니다. 내소사 근처 가게에서 추천받아서 한 곳을 들려서 젓갈을 샀는데, 정말 맛있더라구요.변산여행길에 꼭 한 번 들려보시기 추천합니다."
곰소염전,맛진 전망이 좋았습니다. : 염전이 특별한 관광지가 될 수 없느나 곰소에 간김에 염전이 보이는 카페에 들어가서 바라보니 참 좋았습니다. 젓갈파는 골목이나 가게들도 많아서 좋았습니다.
곰소염전,사진을 찍기 좋은 곳 : 소금 보관창고는 오래된 건물로 지금도 역사 문화재로 지정된 것으로 합니다. 흑백으로 사진을 찍으면 분위기가 아주 좋습니다
곰소염전,분위기 좋아요 : 일본식의 염전이 남아있는 부안 곰소. 식객에서도 소개된 바 있듯이 매우 유명한 곰소의 소금. 그리고 그 소금으로 간을 한 젓갈이 매우 유명한 곳
곰소염전,"풍경이 아름다운 곳 : 줄포 IC를 빠져나와 변산반도의 해안도로를 따라 드라이브를 하다보면 도로 옆에 있는 곰소 염전을 마주하게 된다. 어린이가 있으면 체험에 참여하고, 어른들이 있으면 고즈넉한 주변의 풍경을 바라보며 잠시  쉬었다 가도 좋다. 일몰 시간이 되면 경치가 너무 아름다워 저절로 멈추게 되는 아름다운 곳이다."
곰소염전,"멋진 전망, 독특한 카페 : 그것은 훌륭한 전망을 가지고 있으며 인근에 독특한 카페가 있습니다. 먼저 카페를 확인하십시오. 사진을 찍기에 좋은 장소이고 음식도 좋습니다."
유달산조각공원,가슴이 뻥 뚫리는 느낌 : 혼자 드라이브하러 오기에도 괜찮은 곳이라고 생각합니다. 여름에 가면 바람도 많이 불고 시원해서 좋아요근처에 먹을게 많진 않네요
유달산조각공원,유달산 : 목포살때는 유달산이 윗지방에서보러오는지몰랏는데 보러온다거해서 친구가 놀러와서데려간곳..목포에이런곳이잇는줄첨알앗당
유달산조각공원,딱히 : 볼게많거나조형물이멋지진않아요 오르막을좀걸어올라가야하는데목포시내가한눈에내려다보이는건좋았어요 생각보다붐비지않아서좋아요
유달산조각공원,유달산 꽃구경 하면서 조각공원 들려보세요 : 유달산은 산책하기도 좋고 올라가면 또 작은 조각공원있어서 더 좋더라구요^^  꽃구경도 하고 조각공원도 보고 목포시내를 내려다 볼수도 있어서 유달산 정말 좋았어요!
유달산조각공원,유달산 올라가는 길에 : 유달산 올라가는 김에 가볍게 볼 수있는 조각입니다 통영에 있는거랑은 색다른 맛이 있습니다 낮에가야 볼 수 있구요 저녁은 잘 안보입니다
유달산조각공원,유달산 조각공원에서 내려다보는 야경 : 유달산 조각공원에서 내려다보는 야경은이것이 드라마인가할 정도였다.춥거나 더울때가 아닌 선선하고 날씨 좋은날에 추천
유달산조각공원,"생각보다 넓어요 : 생각보다 아주 커다란 규모의 공원입니다. 다양한 조각들과 산, 바다의 모습을 모두 구경할 수 있고 근처에 닭이나 생선을 맛있게 요리하는 식당들도 많아요. 하지만 등산복을 입은 사람들이 주위에 거의 90프로일 정도로 산행을 하는 기분이 들어요 ㅎㅎ"
유달산조각공원,"유달산 산책에 좋아요 : 목포여행을 하면 한번쯤 명소로 들어보았을 유달산이라 도데체 산에서 뭐가 좋다는건지 궁금해서 가봤어요. 유달산 곳곳에 사람이 북적여서 목포시민이 사랑하는 장소라는 느낌을 많이 받았습니다. 유달산에서 드라이브하고, 조각공원을 산책하며 해안소도시의 매력을 듬뿍 느낄 수 있었습니다."
유달산조각공원,좋아요 : 조각공원 명칭은 좀 그렇지만 그냥 산책하시면서 부담 없이 걸으면서 좋은 공기 마시면서 하나하나 살피면서 스트레스도 푸시고 괜찬은 곳 입니다. 사람들도 많이 다닙니다
유달산조각공원,"그냥 공원이에요... : 조각이 엄청 많은 것도 아니고. 그냥 공원이에요 ㅋㅋ 입장료 같은게 없는 건 좋았어요. 유달산 높은 곳에 위치해서 그 곳에서 경치가 한눈에 보이는 건 장점인데, 솔직히 일부러 찾아갈 만한 곳은 아닌 것 같아요."
목포 근대역사관(1관),"목포 근대역사관 : 드라마 촬영장소로 유명해 방문했는데, 드라마 촬영 장소로만 사람들이 알면 안되는 곳이었다. 건물 아랫자락에 위치한 소녀상까지...역사를 생각하게 되는 곳이었다."
목포 근대역사관(1관),"수탈의 역사를 2,000원주고 봐야하는 곳 : 목포에 자랑할 만한 근대역사 문화가 일본과 관련된 것 밖에 없나요? 이천원 주고 가보기엔 아까워요. 전시된 사진들도 넘 조잡하고 1관 주변엔 공용주차장을 만들 필요 있습니다"
목포 근대역사관(1관),목포에 들린다면 꼭 한번 가봐야할곳 : 피난시 사용되었던 터널이 그대로 있어서 근대역사관에 간 후 터널까지 함께 보시길 추천합니다. 입구쪽에는 평화의 소녀상이 함께 있어요. 그때의 이야기가 궁금하시다면 꼭 방문해보아야할 곳!!!!
목포 근대역사관(1관),"목포의 아픈 근대사 : 일제시대에 지어진 구 일본영사관건물(1 역사관)과 구 동양척식회사건물(2 역사관)을 개축하여 근대 역사관을 조성해 놓았다. 규모가 다소 작지만 목포의 역사, 일제의 약탈 흔적을    찾아 볼 수 있다.  만세 벽화 앞에서 기념사진을 찍을 수 있게 당시의 옷을 갖추어 놓았다. 2 역사관에는 주로 일제시대의 사진들을 전시하고 있다."
목포 근대역사관(1관),문득생각이나 : 문득생각이나서 옛날에 학교다니던시절 국어선생님이 여기를 꼭가보라고 한 기억이 나서 성인이되서 가봤는데 느낌이 색다르다
목포 근대역사관(1관),교육상 좋습니다 : 3.1절에 다녀왔는데 일제시대의 일본의 만행과 우리조상들의 독립운동을 아들에게 잘 가르칠 수 있었던 진짜 보람있던 관광지였습니다
목포 근대역사관(1관),오래된 건물에 목포의 역사를 한눈에 볼 수 있어요. : 오래된 건물이 마음에 들었습니다. 규모는 작아보이나 디테일하게 보면 작은편은 아닙니다. 목포의 근대 역사를 사진과 설명으로 정리해놓아서 보기 편했네요.
목포 근대역사관(1관),"목포가 주는 역사적 교훈... : 동양 척식 주식회사 목포지점이었다...근세 서양 건축 양식으로 지어진 건물...한국 역사의 자각의식을 불러 일으키는 일제 침략의 실증적 유적이다...본관(1관), 별관(2관)이 있다...본관은 유물과 방공호, 별관은 사진위주의 전시..."
목포 근대역사관(1관),동양척식주식회사의 건물 : 옛 동양척식주식회사의 건물.안에 들어가면 금고 공간이 보존되어 있다. 내부는 일제의 만행이 담긴 사진들이 전시되어 있는데잔혹한 사진도 있어 심약자가 보기에 좋지 않다.그러나 대를 물려 간직해야할 우리 역사의 아픔이다.
목포 근대역사관(1관),"큰 규모는 아니지만 한번 볼만한 곳 : 유달산을 내려오는 길에 조선내화 박물관을 보고 오다보니 눈에 띄였다..유료입장임..  입장했더니 1층에는 목포의 근 현대사가 눈에 띄였고 위로 올라가니 조선후기,일제 만행등이 있었다. 적나라한 사진, 임신부,노약자 금지 사진도 있으니  가족 여행객들은 필히 확인할것!!!"
유달산,목포일경의 돌산 : 높지않아 가벼운 차림으로 30-40분이면 정상에 올라갈 수 있다.   산의 규모는 작지만 바위들은 장대하여 마치 험산을 오르는 듯한 느낌을 주며 정상에서 360도로 내려다보는 바다와 시가지 전망이 일품이다.
유달산,"목포 유달산 : 그다지 높지 않아서 오르기 쉽고, 일단 올라가면 시원한 바다와 점점이 떠있는 섬들을 볼 수 있어서 좋았다. 목포를 방문한다면 꼭 들려보기를 추천한다."
유달산,유달산은 바위산이지만 많이 높지 않아요 : 근대역사관을 구경한 후에 옆길로 오르다 보면 유달산으로 올라갈 수 있는데 무료공영주차장이 그곳에 있기 때문에 근대역사관을 구경한 후에 차를 가지고 주차후에 오를 수도 있어요. 처음에는 조금 가파른 길을 올라야 하는데 사실 정상까지 그리 높은 게 아니라서 금방 오를 수 있어요. 정상에 오르면 케이블카가 머리 바로 위로 지나가는 걸 볼 수 있어요.
유달산,산이 낮아서 등반하기 좋은 곳 : 낮은 산이라서 가볍게 걷기에 좋고 목포 시내가 한눈에 내려다보여서 꼭 한번 올라가볼만한 곳입니다. 쉬어쉬어 가면서 목포관련된 노래비에 멈춰서 노래도 들었다가 목포 전망으로 사진도 찍었다가 하다보면 어느새 정상
유달산,"겨울에 가도 좋아요 : 저희는 겨울에 눈 내릴 때 갔었는데요, 눈덥힌 산길이라 정상까지는 갈 수 가 없었어요. 안내소에서 추천하기를 노적봉에 주차하고 가까이 있는 두 번째 정자까지 오르면 좋다고 해서 다녀왔어요. 크게 어렵지도 않고, 왠만한 경치는 다 볼 수 있어서 좋았답니다. 등산 부담되시는 분은 이 코스 추천드립니다."
유달산,목포의 유명산 : 목포에서 가장 유명한 산입니다. 개나리와 벚꽃이 필 봄에 방문하시면 유달산의 최고 아름다운 모습을 느낄수 있을것 입니다.
유달산,목포를 한 눈에 담을 수 있는 곳. : 산과 바다 그리고 목포시내를 한 눈에 담을 수 있는 곳이다.등산도 약 30분 내로 올라갈 수 있기 때문에 식사를 하고 천천히 올라가는 걸 추천한다.정상에 오르면 360도로 드넓게 펼쳐진 목포를 감상할 수 있다.바닷가라 정상은 바람이 꽤 드세게 부니 감기에 조심할 것!정상에서 목포대교에 점등되는 모습을 바라보는 것도 로맨틱하다.
유달산,등산하기 좋아요~ : 가족들과 천천히 등산하기 좋아요. 정상에 오르면 목포 시내가 한눈에 들어와 멋진 경치를 안겨줍니다. 꽃피는 시기에 다시 오고싶네요~
유달산,도저히 등산은... : 등산은도저히자신이없어서조각공원정도만둘러봤어요 목포시내가내려다보이는전망좋은곳이었어요.절같은것도있던데사람이많지않아느긋하니좋았어요
유달산,목포최고의명소 : 목포역에서 도보로도 올수있고 차로도올수있는 유달산은 목포시내와 바다가 한눈에보여 너무아름다운곳입니다 꼭방문하세요
국립해양유물전시관,잘 꾸며둔 좋은 박물관 : 지방에 있는 박물관들 중에 관리 소홀로 낙후된 곳이 많은데 이곳은 아주 깨끗하게 전시가 되어있어요. 전시품이 많고 거대한 곳은 아니지만 ‘바다에서 인양한 해양유물’ 이라는 주제에 맞게 흥미롱운 전시물들이 많아서 즐겁게 관람했어요. 특히 인양한 배를 복원해둔 작업이 신기하고 좋았습니다.
국립해양유물전시관,"바닷속 이야기가 좋아요~ : 바닷속에서 잠들어 있던 그릇, 도자기들이 세상에 나오고, 배의 일부도 전시가 되고 있는데, 배의 일부는 나무임에도 지금까지 형태를 알아 볼 수 있다는게 신기합니다. 거기에 글씨까지 적혀 있는 대나무까지도!!"
국립해양유물전시관,상당히 좋은 박물관... : 목포에는 박물관이 상당히 많다...그 중에서 해양유물전시관이 가장 기억에 남는다...방송으로 접했던 신안 유물선이 전시되어 있다...당시 신안 유물선 인양과정과 유물선에서 나온 여러 유물들...전시관내에 전시된 유물들의 퀄리티가 상당히 좋은 편이다...학생들 교육에도 좋을것 같고 성인들에게는 아름다운 시간여행이 될 것 같다...
국립해양유물전시관,다양한 해양 유물들을 관람할 수 있는 곳. : 뉴스로만 보았던 신안선 보물들과 그 외에 다양한 해양 발굴 유적들을 관람할 수 있습니다. 특히 실제 눈으로 보는 그때 당시의 선체 크기가 압도적이예요. 다음 목포 관광때 시간 여유를 두고 관람하고 싶을 만큼 볼거리가 많은 곳이었습니다. 자연사 박물관과 묶어서 관광하기도 좋습니다.
국립해양유물전시관,아이들 교육에 좋은 박물관 : 신안보물선 및 우리나라에서 발굴된 보물선이 테마인곳. 특히 신안보물선을 만화로해서 아이들에게 보여주는 곳이 있어. 만화에 등장한 보물을 실제 보며 학습하여 효과가 뛰어남.특히 실제 배를 복원해 둔 전시실은 규모가 커서 감탄사가 나올정도였음.
국립해양유물전시관,국립해양문화재연구소 전시관 : 국립해양유물전시관은 국립해양문화재연구소의 옛이름으로 말 그대로 해양과 관련된 다양한 유물을 전시하고 있다. 이 전시관의 자랑은 그동안 해저에서 출수되었던 여러 척의 선박을 전시하고 있다는 점이다. 그 옛날 침몰되었던 산박을 보면서 조상들의 어려웠던 항해 이야기를 들어보는 것도 좋을듯 하다.
목포 자연사박물관,"공룡 화석 관람 : 자연사 박물관, 생활도자박물관, 문예예술관 3곳을 모두 관람하게끔 입장권을 판매한다. 이 세곳을 모두 관람하려면 적어도 3시간은 족히 걸린다. 자연사 박물관에는 세계에서 2점뿐인 푸레노 케랍토스 공룡화석을 소장하고 있다. 더구나 희귀한 공룡알 군집 화석을 볼 수 있다."
목포 자연사박물관,어렷을때 : 초등학교때 현장체험학습가면 꼭 여기를 갓엇다 어렷을때몰랏는데 지금 가서 보니 확실히 다르게보였다 또 10년뒤 가보면 느낌이 다를거같다
목포 자연사박물관,좋아요 : 아이들 데리고 오는 가족단위의 관광객이 많았습니다드라이브 하다가 한번쯤 들러도 괜찮은 곳이에요볼거리가 꽤 있어요
목포 자연사박물관,"아이들이 좋아할만한 장소 : 아이들과 가서 보여주면 공부도 되고 재밋게 즐길수 있는 장소이다.오래전 공룡부터 동식물, 어류까지 다양한 모습을 볼수 있어 좋았다."
목포 자연사박물관,호기심을 자극하는 재미있는 곳 : 처음에 친구가 방문하고 굉장히 재미있어한 곳입니다. 공룡도 멋졌고 조개와 물고기 게 등 을 구경하는 것도 재미나고 보석?류들을 감상하는 것도 신기했습니다. 아이들도 어른들도 좋아할 만한 곳입니다.
목포 자연사박물관,조금은 덜 현대적인 박물관 : 자연사 박물관이라고 하지만 볼거리는 그리 많지 않다. 공룡 아주 조금과 해양 동물 조금 정도. 요즘 박물관이 아니라 전시된 물품 자체도 질이 썩 좋은 것은 아니다. 다만 앞에 잔디밭이 있어 소풍와 들리기 좋은 곳.
목포 자연사박물관,"적당히 들릴만한 박물관 : 안에 공룡도 있고 해양동물, 곤충이 있어 간단히 둘러보기에 좋다. 다만 박제된듯한 느낌과 약간은 옛 방식의 전시가 불쾌한 사람에게는 적합하지 않은 곳. 많은 시간이 필요하진 않다."
목포 자연사박물관,"공룡을 볼 수 있는 박물관 : 저는 공룡때문에 끌려서 방문했던 박물관입니다. 천연기념물인 신안 수각류 공룡할 둥지 화석을 볼 수 있어서 좋았고, 실제 크기로 만들어진 공룡뼈 전시관이 신기했습니다. 공룡때문에 방문했던 박물관이었지만 각종 표유류, 곤충, 식물들도 볼 수 있어서 지구의 예날을 볼 수 있어서 좋았습니다. 그리고 그린카드 있으면 무료이니 참고하세요."
목포 자연사박물관,"목포에서 꼭 가야할 명소 중 하나! : 목포의 구시가지에서 근대 역사를 둘러보고 나면, 더 오래된 과거를 만나러 갈 수 있는 곳이 갓바위 문화특구입니다. 그 중 실제 공룡 화석과 공룡알 등 다양한 생물들에 대해 알기 쉽게 전시해놓은 장소 입니다. 세계 최대 규모의 육식 공룡알이 전시되어 있으니 특별한 곳임에는 틀림없지요~ 꼭 가보세요!"
목포 자연사박물관,좋읍니다. : 여기저기 볼 거리ㅏ가 많아요 아이들에게 체험 학습도 해 줄 수 있는 그런 귀한 작품들이 많고요 성인들이 보시기에도 괜찬으시고 추천합니다.
만성리 검은모래해수욕장,"좋은 곳 조용한 곳 하지만 주차하다가 싸움날 수 있어요 : 매우 좋아하는 장소,,, 조용하고 사람도 없고,,,, 그런데 해변에 주차하려면 그 앞 횟집사장 들과 싸워야 합니다,,... 지들 땅도 아닌데,,,,, 무슨 을왕리 쓰레기 횟집들도 아니고,,,,"
만성리 검은모래해수욕장,검은모래 해변 : 막 뭔가 완전 검은 자갈은 아니었습니다. 썬비치도 이제 무료로 운영하고 (유료라고 하는건 불법상행위라고 합니다) 돗자리도 빌려주시고 놀기좋습니다.
만성리 검은모래해수욕장,노래 여수밤바다의 배경 : 버스커버스커의 노래 여수밤바다의 배경이라고 한다. 검은 모래라 하는 작은 돌조각으로 가득찬 해변. 앞에 모텔 민박이 많은 것보면 옛날에 유명했던 듯. 다만 해변이 별로 꺠끗하다는 느낌이 들지는 않다. 그냥 검은 모래구나~ 하고 넘어감. 레일바이크 탈 거면 굳이 갈만할 듯
만성리 검은모래해수욕장,한적해서 좋은 바다 : 바로 건너편에 남해군이 보이는 만성리 바닷가입니다. 괜찮은 까페가 3개 있구요. 그 외 호떡이나 핫도그 노점도 매우 맛있습니다. 당연히 횟집과 민박도 있구요.  주말에 사람이 바글거리는 곳을 피하고 싶다면 이 곳을 추천해요.
만성리 검은모래해수욕장,"검은모래 해변으로 유명한 해수욕장 : 해수욕장이 다른 곳처럼 크고 넓지는 않지만 발열량이 많아 피부미용에 좋다는 검은모래가 있어서 좋다고 하네요. 여름에 무료로 구명조끼를 빌려줘서 좋았구요, 다만 백사장의 모래가 곱지 않아서 맨발로 다니기에는 조금 무리가 있는 듯 합니다. 가볍게 방문하기엔 나쁘지 않네요."
만성리 검은모래해수욕장,"해변이라고 하기에는 좀... : 일단 검은 모래라고 해서 그런지 좀 지저분한 느낌이고, 돌이 많아서 바다보다는 강과 비슷한 느낌이다. 모래 놀이를 하고 할 만한 장소는 아니다 (알갱이가 커서 뭉쳐지는 모래가 아님)여러 해변이 있지만 솔직히 추천할 만한 장소는 아님"
만성리 검은모래해수욕장,바다를 직접 즐기고 싶다면 : 여수에 왔다면 바다를 꼭 가야한다. 다른곳과 달린 모래가 살짝 검은편이다. 여름에는 해양스포츠도 운영한다고 하니 여름에 오는 것이 좋겠다.
만성리 검은모래해수욕장,예전 해수욕장 같은 분위기 : 모래는 검은색이 특이하지만 90년대 해수욕장 분위기가 납니다. 해변에 사람도 많지만 모래사장이 정비되지 않아 깨끗하지는 않네요. 해수욕보다는 잠시 발 담그는 수준이 적절할것 같습니다.
만성리 검은모래해수욕장,작은 해변 아기자기 : 사람도 없고 어찌나 좋은지 아무도 없눈 해변을 막 뛰어 다녔어요.모래라 그냥 받았는데 완전 푹 들어가서 어찌나 놀랐는지...재미있는 경험이었어요
만성리 검은모래해수욕장,공사중이라 볼수있는게 없네요 : 6월이라 그런지 중장비차들이 와서 공사중이고 사람도 전혀없는 썰렁한 해변이었습니다.사람이 없으니 먹거리 놀거리 다 없고.들가서 돌 몇개줍고 보로 나왔네요.공사 안할때 가면 어떨지는 모르겠네요
돌산대교와 돌산공원,돌산공원에서  친구랑  인생샷  찍었어요! : 렌트카  공항에서  24시간대여시간부족해서   두시간      연장여수도   자동차   있으면      하루만에  다  돌아다닐수있어요!일년에  딱 한번  수능일 에   오셔야  합니다개인적으로  학생들이  시험볼땐  부모님    절또는교회  코로나19로인해   온라인 기도등등시험끝나고 픽업시간   또는  여수시민들퇴근길에는    버스를타고  차가  많이막혀요!
돌산대교와 돌산공원,케이블카 관광 : 해상 케이블카를타고 자산 탑승장에서 출발하여 돌산공원에 있는 탑승장에 내려 둘러볼 수 있어요. 여수쪽 야경을 보기에 좋은 곳입니다.
돌산대교와 돌산공원,"멋진야경을 볼수있는곳 : 돌산공원의 밤은 낮보다 아름답습니다.화려한 조명과 야경은 사진을 찍게만듭니다.공원내에 케이블카까지 있습니다.가족,연인들까지 언제나 함께 하기 좋은곳입니다.여수에 오시면 반드시 와봐야할곳입니다."
돌산대교와 돌산공원,생각했던거보다.. : 볼거 없다. 그냥 바다를 낀 풍경을 제외하고 만들어진 것이 없다. 다만 이 공원을 끼고 케이블카를 탈 수 있으니 케이블카 타기 전에 잠깐 둘러볼 수 있는 곳이다.
돌산대교와 돌산공원,밤에 야경이 아름다운 곳 : 돌산대교야경이나 여수 야경보기 가장 적합한 곳이 아닐까 하네요. 사진찍기 위한 데크도 있어서 좋아요. 케이블카 야경도 좋다하니 함께 즐기세요.
돌산대교와 돌산공원,"이곳에서 바라보는 여수 : 굳이 케이블카를 타지 않아도,돌산공원에서 보는 여수바다도 참 예뻤다.이 공원 구석구석 볼 것이 많고 사진찍기 좋은 뷰도 많았다."
돌산대교와 돌산공원,"여수 케이블카를 타는곳!! : 여수 케이블카를 타는 공원입니다. 여수의 야경을 제일 잘 볼수 있는 곳이기도 하고요~~ 여수의 밤 야경을 보실거라면,, 적극 추천합니다. 여수 낭만포차거리를 기준으로 밤야경이 좋습니다."
돌산대교와 돌산공원,야경도 좀 아쉬웠어요 : 돌상공원 야경도 좋고 빛터널 같은게 있어서 저녁에 기대하고 산책 갔는데 몇개만 불을 켜고 빛터널은 아예 안켜더라구요.낮에 케이블카 타고 잠시 보고갖게 더 좋았네요.  아쉬웠어요
돌산대교와 돌산공원,"케이블카 반환점 : 케이블카를 타고 건너간 김에 돌산공원에서 바람을 좀 쐬었습니다. 타임캡슐 앞에서 버스킹을 하는 사람도 있고, 주위에 볼 거리를 만들어 놓아서 심심하지는 않았는데, 가로등이나 장식 등이 좀 구식이기는 했습니다."
돌산대교와 돌산공원,카페를 간다면 모를까.. : 돌산공원 자체는 별로 볼 건 없던듯.. 야경이 아니라서 그런걸까?섬을 건너가는데 도보나 자전거는 갈 수 없어 케이블카나 택시/자동차를 타고 이동해야했다
향일암,여수여행 힐링스팟 : 올라가기는 힘들지만 볼거리도 많고 자연이 너무 아름다워요~단풍구경도 실컷하고 산과 바다를 함께 볼 수 있어서 너무 좋았어요 꼭 운동화 신고가세요!
향일암,한국 사찰과 바다를 바라보는 풍경이 일품임 : 한국의 바다를 바라볼 수 있는 4대 사찰중 한 곳입니다. 정말 멋진 곳입니다. 올라가는 길에 큰 바위를 통과해서 가는 곳이 압권입니다.대웅전 앞에서 보는 풍경도 정말 멋집니다.여수에 오셨다면 필수로 가야할 곳입니다.
향일암,"힘들지만 꼭 가보셨으면 합니다.. : 주차자메서 한참을 네발로 가듯 가야하지만,도착하면 고생이 날아갈꺼예요..원효대사 좌선대라고 표식도 있습니다.. 무서운 곳을 좋아 하셨나봐요.."
향일암,"해안절경이 아름다운 여수의 보물, 향일암 : 올라가기는 너무 힘듭니다. 거의 팔공산 갓바위 급이에요. 근데 올라와보면 아름다운 바다가 드넓게 펼쳐집니다. 기도로 유명한 암자답게 기도하는 사람들이 많은 건 덤이고요. 꼭 불교신자가 아니더라도 오기 좋은 곳입니다."
향일암,조용한 사찰과 푸른바다 : 푸른 바다를 보는 순간 일상에 지친몸과 마음이 그냥 그대로 힐링이 됩니다.사찰을 가는 길도마음을 비우는 길이라동백이 핀 길을속세에서 묻은 번뇌를 떨치며 걷다.사찰은 조용했고종교가 무엇이든 관계없이마음이 정화가 되는 듯좁은 바위 틈 사이로 통과하면서새로운 세상을 만났습니다.여수에 오면천천히 향일암을 들러 봄이 좋을 듯왔다 가면서 마음이 편안해서 좋다.
향일암,"올라가기 힘들지만 경치가 멋있어요. : 가파른 돌 계단과 동굴 같은 곳을 올라 다다른 향일암, 원효대사가 앉아서 수양을 했다는 좌선대까지...고되긴 했지만 남해의 멋진 풍광을 감상하기에 정말 좋은 곳이었습니다."
향일암,"한국의 4대 관음기도처... : 향일암은 지방문화재 제40호이다.향일암은 낙산사의 홍연암, 남해 보리암, 강화도 보문암과 함께 한국의 4대 관음기도처이다.""해를 향한 암자""라는 뜻의 향일암은 여수시 돌산읍에 644년 원효대사 원통암으로 창건하였다.주위의 바위들이 거북등처럼 되어 있어 영구암이라 부르기도 한다.조선시대 임진왜란으로 소실된 것을 1715년 인묵대사가 지금 있는 자리에 다시 지어 향일암이라 하였다. 현재 건물은 모두 1986년에 다시 지은 것들이다. 향일암이 보리암,보문암보다는 접근성이 훨씬 좋아 보인다.경치 또한 향일암이 더 경쟁력이 있다고 생각한다.단, 향일암 진입로에는 상업 시설이 너무 많다고 생각한다."
향일암,"풍광이 아름다운 절입니다. : 많이 걷는 편이긴하지만, 여수 여행을 가셨다면, 꼭 가보시길 추천합니다. 사람이 많은게 흠이지만, 시간대에 따라 감흥이 다를 수 있는 곳입니다. 저는 석양에 맞추어 갔는데, 관광객이 빠질 시간이라 좀 더 고즈넉한 아름다운 풍광을 느낄 수 있었읍니다."
향일암,꼭가세요 : 향일암은 정말 레전드 관광지 ㅋㅋ대박에요 무조건가세요 두번째인데도 손님들에게 관광지로 소개하기 너무 뿌듯하고 조아요
향일암,해돋이 명소예요~ : 해돋이 보러 새벽 일찍부터 출발해서 다녀왔어요~다행히도 날씨가 맑아~ 해를 볼 수있었어요 소원도 빌었구요~ 올라가는 길에 동자상(?)의 교훈도 얻어가는 즐거운 발걸음 이였습니다~ 해돋이 보고 나오면서 드라이브를 즐겼던 즐거운 추억이였어요~
전라남도 해양수산과학관,"체험이 가능한 수산 과학관 : 아쿠아 플라넷보다 규모는 많이 작지만 입장료가 성인 2,000원으로 저렴해요. 불가사리나 고둥, 해삼 등을 직접 만져볼 수 있고 갯벌 속 생물들을 관찰할 수도 있었습니다. 해설사분이 각종 물고기 이름의 유래를 재미나게 설명해주셔서 기억에 남네요."
전라남도 해양수산과학관,보기좋은곳 : 가격3천원이요 리모델링해서 2층깼끗해지고1층동선정비됨 거북이들이이동해서 조금아쉬워요ㅜㅜ가성비좋은곳입니다
전라남도 해양수산과학관,여기는 모르는 사람 많을듯.. : 입장료 저렴하고 돌산에서도 한참을 들어가야 하는 곳인데 바로 바로 근처에 몽돌(?) 해수욕장이 있어서 아이와 둘러보고 해수욕장에서 돌멩이도 던지고 놀기 좋아요.
전라남도 해양수산과학관,아이들이 좋아합니다 : 물고기도 여러종류가 있고 생각보다 한적합니다돌산에 있어서 항일암 가면서 잠깐 들러도 좋아요.입장료도 어른 3000원이라 매우 저렴하고 아이들은 더 싸요. 아쿠아플라넷도 좋지만 적은 비용으로 알차게 다녀오기는 최고라고 생각합니다
전라남도 해양수산과학관,"리모델링을 통한 또 한번의 변신을 시도하는 곳 : 예전에 아이들과 함께 갔을 때도 좋았는데,시설이 좀 노후화 되다 보니 아쉬웠는데, 1층부터 대대적 공사를 시작해서 새롭게 탈바꿈 하는 모습이 좋았습니다. 초등학생 정도까지 가족과 함께 방문하면 좋을 듯 하구요, 거북이랑, 건물 옆에 위치한 해양생태체험관에 가면 작은 물고기들을 직접 구경할 수 있답니다. 바로 뒤 바닷가에서 물 수제비 하는 재미도 쏠쏠합니다. 가족들과 반나절 나들이 하기에 딱 좋은 장소인듯 합니다."
전라남도 해양수산과학관,"저렴하게 잘 구경할 수 있는 곳. : 일단 입장권이 저렴해서 좋았구요. 내부 공사중이라 조금 아쉬웠지만 오래된 거북이랑 작은 바다생물들 구경할 수 있어서 좋았습니다. 직접 양어장도 있고, 뒤에 바다가 있어서 시원하니 참 좋았네요. 어린 아이들과 오기에 딱인 것 같아요."
전라남도 해양수산과학관,그냥 갈만 해요 : 그냥 싼값에 잠깐 들릴만한 곳! 과학관도 아니고 수족관도 아니지만 기대안하고 그냥 잠깐 들릴만한 곳으로 30분에서 1시간정도 둘러 볼만한 곳
전라남도 해양수산과학관,가격대비 좋은곳 : 3천원의 저렴한 입장권으로 작지만  소규모로 볼수 있어요 그리고 마지만엔 직접 만져볼수 도 있는  코스도 있어요
전라남도 해양수산과학관,기대하지 않은 즐거움 : 아는 분이 추천해줘서 갔는데 저는 아이도 없고 관심이 없었거든요. 그래서인지 기대이상으로 볼거리가 있었어요. 사람도 별로 없고 좋았습니다.
